spotify_id,name,artists,album_name,duration_ms,album_release_date
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,Romantic Homicide,132630,2022-07-20
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",ORQUÍDEAS,260370,2024-01-12
3nWlfhNCcDhAxlsHmcggEG,Cinderella,Radja,Langkah Baru,212137,2005-09-16
05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,"Peso Pluma, Anitta",BELLAKEO,197333,2023-12-07
4Trhv4MBai2ay6vF5ovC7g,Tanpa Rasa Bersalah,Fabio Asher,ASHER,278000,2023-02-02
4tKGFmENO69tZR9ahgZu48,Murder On The Dancefloor,Sophie Ellis-Bextor,Read My Lips,230013,2002-06-06
3QQAeMQbbjZXVFbF8DgFWT,FIRST LOVE,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,169440,2023-12-07
4f9wNNZET9wH7eMBgONd3d,Doctor (Work It Out) [feat. Miley Cyrus],"Pharrell Williams, Miley Cyrus",Doctor (Work It Out) [feat. Miley Cyrus],182221,2024-03-01
0wEGo9LsSrSUz9HOtraWAO,Overcompensate,Twenty One Pilots,Overcompensate,236000,2024-02-29
0paWX66K9n7sYR9AkKkyzB,Standing Next to You - Sped Up - Remix,Beat Record,Top 10 Global - Sped Up (Remix),211104,2024-02-28
7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,channel ORANGE,200746,2012-07-10
5tEaVciE2GnR28aN6W9cLS,FUK SUMN,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,209577,2024-02-09
2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,Chris Stapleton,Starting Over,213493,2020-11-13
2fB5YRuD88drKpCXQOAk03,Love On,Selena Gomez,Love On,181650,2024-02-22
53fKDMfQhWMSw7QKVDOTBP,Cintanya Aku,"Tiara Andini, Arsy Widianto",Cintanya Aku,234125,2021-01-22
1icgLGTpX2fQXKRe4D7w2b,BACK TO ME,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,295471,2024-02-09
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",Confessions (Expanded Edition),250373,2004-03-23
371l4ekF9cDC2D5WuuabU6,TUTA GOLD,Mahmood,NEI LETTI DEGLI ALTRI,178467,2024-02-15
6VciS3dRMpZhJiDxT8ArFi,"Young Miko: Bzrp Music Sessions, Vol. 58","Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58",187172,2024-01-10
4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,a Gift & a Curse,125040,2023-06-16
2dyAiC9k6s0mWnMSQRQJGd,Psycho CEO,Yeat,2093,225985,2024-02-16
3bDH7eIQ84QWdBeWwffUZD,Power Trip,Yeat,2093,264569,2024-02-16
5LBv48NNyHsknRYwFWC361,"yes, and? (with Mariah Carey)","Ariana Grande, Mariah Carey","yes, and?",214994,2024-02-16
7H3lr9bsPBGFx5NyTuBBGc,Stand On It (with Future),"Yeat, Future",2093,180800,2024-02-16
0FlwhvrncUKrEAhzunmCKm,Forever,Noah Kahan,Stick Season (Forever),268353,2024-02-09
7KdQOqCspznOjPDT0KAnuq,Morë,Yeat,2093,165400,2024-02-16
347AQK5Lyhn6RvB8tBGYxt,STARS,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,115238,2024-02-09
2iGvsJuc2mC4mDVOVMNAP6,DO IT,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,225000,2024-02-09
1eaqMiiUn2P7MnqJK4XeK0,TALKING,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,185110,2024-02-09
2y4ZR0BUAVePljHSsZyIgj,PAID,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,195117,2024-02-09
3SIRBp4RRQ2AO5H4NO7xfq,VULTURES,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,276986,2024-02-09
4m4BHvDfzIgj5LbQLuFiIp,CARNIVAL,"Kanye West, Ty Dolla $ign",VULTURES 1,264324,2024-02-09
4E3XDKil4ElJt6sXuz5cc6,BURN,"Kanye West, Ty Dolla $ign",VULTURES 1,111458,2024-02-09
5rlXuCLnMdfo85079qXHoz,FUK SUMN,"Kanye West, Ty Dolla $ign",VULTURES 1,209577,2024-02-09
0Tgm7wkLb0AfAHAZDschvD,BACK TO ME,"Kanye West, Ty Dolla $ign",VULTURES 1,295471,2024-02-09
6OON4kMjTFqARMFrRbmlwy,STARS,"Kanye West, Ty Dolla $ign",VULTURES 1,115238,2024-02-09
3qnbLYCLzKvGIQXFyopS2H,TALKING,"Kanye West, Ty Dolla $ign",VULTURES 1,185110,2024-02-09
4YSa8VQxjzsski1DOsvkHH,DO IT,"Kanye West, Ty Dolla $ign",VULTURES 1,225000,2024-02-09
1tz4np70ZKhzaXjdgl0J8i,PAID,"Kanye West, Ty Dolla $ign",VULTURES 1,195117,2024-02-09
4202KkXGtULRsbRocWSw09,VULTURES,"Kanye West, Ty Dolla $ign",VULTURES 1,276986,2024-02-09
68vgtRHr7iZHpzGpon6Jlo,My Boo,"USHER, Alicia Keys",Confessions (Expanded Edition),223440,2004-03-23
7DPUuTaTZCtQ6o4Xx00qzT,BEG FORGIVENESS,"Kanye West, Ty Dolla $ign",VULTURES 1,368739,2024-02-09
3IoAMvGFYzM05B64h7qmdf,PAPERWORK,"Kanye West, Ty Dolla $ign",VULTURES 1,145785,2024-02-09
3aZSvXuZt8ymQeixzFQM9W,KEYS TO MY LIFE,"Kanye West, Ty Dolla $ign",VULTURES 1,174083,2024-02-09
71MzcOebEC5KoWBbzvFPkj,HOODRAT,"Kanye West, Ty Dolla $ign",VULTURES 1,222982,2024-02-09
1ty0at2tUKqMGTyYbJ43eL,PROBLEMATIC,"Kanye West, Ty Dolla $ign",VULTURES 1,194713,2024-02-09
6soQZdONN0ZsQ9hZ6Pkef4,GOOD (DON'T DIE),"Kanye West, Ty Dolla $ign",VULTURES 1,199440,2024-02-09
3j1453KrdHjw7y4gnBj7nF,"I P’ ME, TU P’ TE",Geolier,"I P’ ME, TU P’ TE",187881,2024-02-07
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",Raymond v Raymond (Expanded Edition),220800,2010-03-30
030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),224093,2010-03-30
5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),"USHER, Jeezy",Here I Stand,259720,2008-05-27
3jAI9AAHIlyKito0eQme91,KING,"Kanye West, Ty Dolla $ign",VULTURES 1,156862,2024-02-09
79AHPJd8upvNxyK2qQcY8J,HISS,Megan Thee Stallion,HISS,192818,2024-01-26
6E7DsxwI4eOcMHLYRUDCaw,Lampu Merah,The Lantis,Pilot,298000,2021-10-01
6eJUG282cUKuIoa72sEsqO,Macetando,"Ivete Sangalo, LUDMILLA",Macetando,167786,2023-12-15
6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,"Fuerza Regida, Marshmello",Pa las Baby's Y Belikeada,143327,2023-10-20
4TJUS843fKiqqIzycM74Oy,Should've Been A Cowboy,Toby Keith,Toby Keith,211306,1993-04-20
4w2Furap0ZzaiK4J14E9sR,Think U The Shit (Fart),Ice Spice,Think U The Shit (Fart),141639,2024-01-26
6J4rRj2uVfziGMyfrPEPLo,Talking / Once Again,"¥$, Kanye West, Ty Dolla $ign, North West",Talking / Once Again,185110,2024-02-08
0caJ2wkqp4UmXBwdR2JvB5,Dial Drunk,Noah Kahan,Stick Season (We'll All Be Here Forever),213817,2023-06-09
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",Popular (Music from the HBO Original Series),215466,2023-06-02
4E63weMCaNZuGPEFMnuEi8,exes,Tate McRae,THINK LATER,159400,2023-12-08
2yUzr8Sr6ldG8vmHhZwTnz,née-nah,"21 Savage, Travis Scott, Metro Boomin",american dream,220584,2024-01-12
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,Honkytonk University,227840,2005-01-01
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,Midnights,200690,2022-10-21
7E2DqvnVtbIrFrL5X6YH9Q,Beer For My Horses,"Toby Keith, Willie Nelson",Unleashed,204000,2002-01-01
7rDcULv8vV16vetBjPJhuE,How Do You Like Me Now?!,Toby Keith,How Do You Like Me Now?!,209066,1999-01-01
32jHB7W9b08OTorAqR0cJo,I Love This Bar,Toby Keith,Shock 'N Y'all,335333,2003-11-04
04tvOIuyk8y0QVA8Ta0UOd,Untuk Mencintaimu,Seventeen,Lelaki Hebat,209346,2008-01-01
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),229477,2023-10-26
2LBqCSwhJGcFQeTHMVGwy3,Die For You,The Weeknd,Starboy,260253,2016-11-24
1a73gcEg6h6Re6hHXoVltJ,FTCU,Nicki Minaj,Pink Friday 2,172137,2023-12-08
47Xj8eIAp7hYOOqArmkqZE,Spin You Around (1/24),Morgan Wallen,Spin You Around (1/24),209427,2024-01-26
2HafqoJbgXdtjwCOvNEF14,Si No Estás,iñigo quintero,Si No Estás,184061,2022-09-23
0zAtj0BEvpulETGrk95NPQ,Rayuan Perempuan Gila,Nadin Amizah,"Untuk Dunia, Cinta, dan Kotornya",320000,2023-10-13
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),176579,2023-05-25
0DVCvSb8PhHchIP23JOP9q,Tertawan Hati,Awdella,Tertawan Hati,237863,2022-07-01
587Ks4sb6Wd2qRVS5i9fdW,Big Foot,Nicki Minaj,Big Foot,262268,2024-01-29
6SITe0StjnWHjyNOVzyJTX,Trauma,"Aan Story, Elsya",Trauma,218073,2023-03-15
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",El Comienzo,165848,2023-08-25
0QosomGFiJYOxj2ViZfqng,Selfish,Justin Timberlake,Selfish,229331,2024-01-25
6x9pCndnXEoea0CMcfjs9W,n.h.i.e.,"21 Savage, Doja Cat",american dream,143718,2024-01-12
3IznIgmXtrUaoPWpQTy5jB,Not Allowed,TV Girl,Who Really Cares,167864,2016-02-25
4hqNaY8uNHrPzW4l3ulDSo,Aduh,MALIQ & D'Essentials,Aduh,196897,2023-11-24
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,182160,2019-05-17
2FoahzOSxJnalPA8aBUme3,all of me,21 Savage,american dream,198292,2024-01-12
7rbjz4itTy3a6c6nBhKOh0,Daylight,"BERKO CHAMP, LEXMENDY, citosxd",Daylight,211301,1999-01-01
6ED7qim1NAX1HjNU8039WS,Alucin,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel",Alucin,197114,2023-11-17
7aZDcmt34eouhqw29aMR91,Skin and Bones,David Kushner,Skin and Bones,214632,2024-01-19
2K7sv1mno9PvbXVBpqvSKn,sneaky,21 Savage,american dream,201672,2024-01-12
47yD0e9MCRIB8dgUXPfyW3,pop ur shit,"21 Savage, Young Thug, Metro Boomin",american dream,193320,2024-01-12
0fyP96TikhD9sM4eKqw5Yp,dangerous,"21 Savage, Lil Durk, Metro Boomin",american dream,265305,2024-01-12
4Xzq2WibDHR5Eufi21HlEZ,should've wore a bonnet,"21 Savage, Brent Faiyaz",american dream,186770,2024-01-12
5wttBUDyaHAR5q9fYnN3YF,prove it,"21 Savage, Summer Walker",american dream,207585,2024-01-12
4yLyVdEqV790aIXyGif85v,red sky,21 Savage,american dream,176835,2024-01-12
69xt31HhLvo0foFpM6iaaJ,KISINAN 2,Masdddho,KISINAN 2,232440,2023-10-15
5P1z8XwsCStb74emERTx9v,letter to my brudda,21 Savage,american dream,159133,2024-01-12
4E64eAph6AYI98ucunrGH8,see the real,21 Savage,american dream,182039,2024-01-12
5KI7I4mEtulXcv5VQJaV35,just like me,"21 Savage, Burna Boy, Metro Boomin",american dream,231338,2024-01-12
22k5lgD5F7Pc7BodEMzDrY,Saat Kau Telah Mengerti,Virgoun,Saat Kau Telah Mengerti,290751,2023-01-13
4yreExU3eRNTe2iJz6X6k3,american dream,21 Savage,american dream,63415,2024-01-12
02Cp3VTUWNed8hr69BhKz6,dark days,"21 Savage, Mariah the Scientist",american dream,295072,2024-01-12
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",3D : The Remixes,201812,2023-10-02
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,267194,2023-10-13
5ZJGv7aGdIr9IGpxzSG18T,Everybody (feat. Lil Uzi Vert),"Nicki Minaj, Lil Uzi Vert",Pink Friday 2,180869,2023-12-08
7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,LA VIDA ES UNA,197920,2023-03-23
17cia5k4BpGVlyEfqrFH50,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),205483,2023-11-17
3EaJDYHA0KnX88JvDhL9oa,Dark Red,Steve Lacy,Dark Red,173104,2017-02-20
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,All I Want Is You,195373,2010-11-26
2OWv3lRR8PtOVuHWzQNRs2,Rompe La Dompe,"Peso Pluma, Junior H, Oscar Maydon",Rompe La Dompe,165634,2023-12-28
2IDf0IZ9dfw0uDYV2n1bJc,DEJA VU,"Luan Santana, Ana Castela",DEJA VU,199827,2023-12-07
2sYFUcurlISdHlAsnYCEgD,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Lauana Prado,Raiz Goiânia (Ao Vivo),265450,2023-10-12
7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",GÉNESIS,212878,2023-06-29
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),175238,2022-08-26
2yzshFeBIwH8tWIqHEFLeD,un x100to,"Grupo Frontera, Bad Bunny",El Comienzo,194563,2023-08-25
25OeKzcqakFPaJlXHPE5lm,Primera Cita,Carin Leon,Colmillo De Leche,186455,2023-05-19
1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Rave & Roses Ultra,239317,2023-04-27
1k255f17DRuRbGrfz5Ifmd,wherever u r (ft. V of BTS),"UMI, V",wherever u r (ft. V of BTS),153034,2023-12-30
6qn9YLKt13AGvpq9jfO8py,We Found Love,"Rihanna, Calvin Harris",Talk That Talk,215226,2011-11-18
3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,"Eslabon Armado, Peso Pluma",DESVELADO,165671,2023-04-28
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,Lil Boo Thang,114233,2023-08-18
7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,Taylor Swift,reputation,235466,2017-11-10
2H1047e0oMSj10dgp7p2VG,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),289133,2009-01-01
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,291293,1987-06-02
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],231545,2023-06-15
7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",The Lockdown Sessions,202735,2021-10-22
4qmG24ebshLXtKu9HIShBP,Lace It (with Eminem & benny blanco),"Juice WRLD, Eminem, benny blanco",Lace It (with Eminem & benny blanco),217526,2023-12-16
6XbtvPmIpyCbjuT0e8cQtp,Columbia,Quevedo,Columbia,186000,2023-07-07
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",ANIMAL,250158,2023-11-24
4pCbJC43j3gSqG6Fen6upD,Hey Driver (feat. The War and Treaty),"Zach Bryan, The War and Treaty",Zach Bryan,227466,2023-08-25
0ZoHHROTzwIYeNAHRPedTY,Driving Home for Christmas,Chris Rea,New Light Through Old Windows,239946,1988-10-17
2QpN1ZVw8eJO5f7WcvUA1k,Santa Claus Is Coming To Town,The Jackson 5,Christmas Album,144013,1970-10-15
6pVW5LRWgeLaHudxauOTJU,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,Jingle Bell Rock,126360,1983-11-01
4fzyvSu73BhGvi96p2zwjL,Christmas Lights,Coldplay,Christmas Lights,242495,2010-12-01
18uSfZqFBxQFi8CsXOIbhy,DJ Play A Christmas Song,Cher,Christmas,209106,2023-10-20
3AymrUApW5JKKaNrHQhcBG,Thank God It's Christmas - 2011 Remaster,Queen,The Works (Deluxe Remastered Version),261626,1984-02-27
1N1ZpYUJc9fwrqk53FGgWv,Santa's Coming for Us,Sia,Everyday Is Christmas (Deluxe Edition),206539,2018-11-01
4MrfQL4TYQXJBlZYpAHTuE,"Baby, It's Cold Outside",Dean Martin,A Winter Romance,143733,1959-01-01
1Wf14bTyb6UeKojy8ykPYm,Happy Holiday / The Holiday Season,Andy Williams,The Andy Williams Christmas Album,157000,1963-01-01
15sxLiiChE5dCW3Y756oas,I Saw Mommy Kissing Santa Claus,The Jackson 5,Christmas Album,181266,1970-10-15
5P8Xvy5tzhmfyfA6GplQ8h,I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey,I Want a Hippopotamus for Christmas (Hippo the Hero),155466,1953-11-11
0hvN2v6fAcB6xWyW7UaooA,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,Season's Greetings,175893,1991-08-26
3pdQTWpq09XCBosbTtYIiZ,Winter Wonderland - Remastered,Bing Crosby,Christmas,142480,2015-09-30
7n7VsX3sv66znBwA8b5uhp,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,Elvis' Christmas Album,115826,1957-10-15
1OjmlSFuzYflWjSMTCyTJv,Like It's Christmas,Jonas Brothers,Like It's Christmas,200880,2019-11-08
2mvabkN1i2gLnGAPUVdwek,Christmas Tree Farm,Taylor Swift,Christmas Tree Farm,228026,2019-12-06
4I4G0LD277PWvfblYtSf91,Needle (feat. Drake),"Nicki Minaj, Drake",Pink Friday 2,235689,2023-12-08
3CWq0pAKKTWb0K4yiglDc4,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault),277831,2023-11-29
6V2JPFiAeqfZjM3A8VNr5q,Santa Tell Me - Naughty Version,Ariana Grande,Christmas & Chill,203493,2015-12-18
51hyZpbJlIgZIaX3TtMxmu,run for the hills,Tate McRae,THINK LATER,143940,2023-12-08
6JusI70TeT9M2O1MXyXRRv,Separuh Nafas,Dewa 19,The 2000's Greatest,222029,2007-03-12
4ApCig0GTR4IEp7Ijsyo3r,Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal",ANIMAL,182170,2023-11-24
1WTdZjiHI4vYnENXLn69x0,Are You Gone Already,Nicki Minaj,Pink Friday 2,270860,2023-12-08
1fKT7RUtOf4xNEqctEFe5L,Barbie Dangerous,Nicki Minaj,Pink Friday 2,132799,2023-12-08
44gmXwbdHjwQsQvsiraj14,Let Me Calm Down (feat. J. Cole),"Nicki Minaj, J. Cole",Pink Friday 2,244446,2023-12-08
5iHC401tsNlJRY46ECSYbo,Beep Beep,Nicki Minaj,Pink Friday 2,95421,2023-12-08
7aWeQwHSMD6TzPOepi1tlb,Fallin 4 U,Nicki Minaj,Pink Friday 2,230629,2023-12-08
0ZhPWSfAKzeVQbRG08E1iI,Big Difference,Nicki Minaj,Pink Friday 2,191174,2023-12-08
7omJfT9s6V2IpQNBYyq5C8,MY HOUSE,Beyoncé,MY HOUSE,262941,2023-12-01
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,Kid Krow,198040,2020-03-20
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,"Feid, Young Miko",FERXXOCALIPSIS,195586,2023-12-01
3azJifCSqg9fRij2yKIbWz,The Color Violet,Tory Lanez,Alone At Prom,226466,2021-12-10
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage","Honestly, Nevermind",218364,2022-06-17
5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),146436,2023-10-26
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"Kendrick Lamar, Jay Rock","good kid, m.A.A.d city",386906,2012-01-01
5Se32hEA9raeboZerywxka,You Broke My Heart,Drake,For All The Dogs Scary Hours Edition,230709,2023-11-17
7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",United,151666,1967-08-29
21vc2kQZMS00cAyNT82a1M,Vultures,"¥$, Kanye West, Ty Dolla $ign, Bump J",Vultures,237534,2023-11-22
71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1989 (Taylor's Version),180381,2023-10-26
3eP13S8D5m2cweMEg3ZDed,Virginia Beach,Drake,For All The Dogs,251094,2023-10-06
2ut4BOQSqxLpcX5MtPjzYa,Evil Ways (feat. J. Cole),"Drake, J. Cole",For All The Dogs Scary Hours Edition,227692,2023-11-17
4NioO5R9sHEZh4cGzMHyNt,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),279833,2023-10-26
3cDyocF0Ibdfs1SFQk5cLZ,Lollipop,Darell,EVERYBODY GO TO THE DISCOTEK,199946,2023-07-28
5Mc8XDfGQCMkOEZm9rS1cE,Red Button,Drake,For All The Dogs Scary Hours Edition,160049,2023-11-17
2Mph2Rvl5kVg0MYtfV60wZ,The Shoe Fits,Drake,For All The Dogs Scary Hours Edition,374025,2023-11-17
0ZB5pdrM1leH58IgokDPZM,Stories About My Brother,Drake,For All The Dogs Scary Hours Edition,264130,2023-11-17
4oEf84vBYVftf6KmZexhVo,Northern Attitude (with Hozier),"Noah Kahan, Hozier",Northern Attitude (with Hozier),267256,2023-11-10
7KokYm8cMIXCsGVmUvKtqf,Karma,Taylor Swift,Midnights,204852,2022-10-21
3FvTHuefYV6TxE3Kseqno8,LOU LOU,"Gabito Ballesteros, Natanael Cano",LOU LOU,188000,2023-10-19
1OG1NoKpZZLrMqMYCk9m84,LALALALA,Stray Kids,ROCK-STAR,182224,2023-11-10
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231000,2023-10-26
1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),Taylor Swift,1989 (Taylor's Version),220433,2023-10-26
6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,"Feid, Young Miko",Classy 101,195986,2023-03-31
1DgtQlVNotingln271ZKCx,White Horse,Chris Stapleton,Higher,267893,2023-11-10
7irxNZwo9B1n0tePyLDekH,Jendela Kelas 1,Iwan Fals,Sumbang,214320,1983-03-03
5Q1tv4GTxP3IJeGMOKdrFO,MEGAVERSE,Stray Kids,ROCK-STAR,185520,2023-11-10
6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),171818,2023-10-26
3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,GUTS,184783,2023-09-08
7tuwsUy09EoabNtrXrLnX1,Surat Hati,Devano,Surat Hati,294666,2023-08-11
2gkVEnpahpE3bQuvGuCpAV,Yes or No,Jung Kook,GOLDEN,147557,2023-11-03
3nNmRE0DxHC6ZaKkrpUumS,FINA,"Bad Bunny, Young Miko",nadie sabe lo que va a pasar mañana,216327,2023-10-13
4vziJcnB2Qyi9o4nIRUeN7,Now And Then,The Beatles,Now And Then,248333,2023-11-02
5ONOlTiqymhzwcFjqcIT6E,Hate You,Jung Kook,GOLDEN,154236,2023-11-03
45wMBGri1PORPjM9PwFfrS,Blank Space (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231833,2023-10-26
045ZeOHPIzhxxsm8bq5kyE,Out Of The Woods (Taylor's Version),Taylor Swift,1989 (Taylor's Version),235800,2023-10-26
0k0GtcnyQLMiXrdEDbLXmJ,Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake",GOLDEN,146684,2023-11-03
3Kh8X9lHztqVBTgw30HbXn,Cobra,Megan Thee Stallion,Cobra,168932,2023-11-03
06Qo2fYR2KS1F7bL338iVT,Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer",GOLDEN,170995,2023-11-03
5KfJvZ0PZzRdwFRaTUDAA7,Somebody,Jung Kook,GOLDEN,168599,2023-11-03
7AbqgE05nFl9qY4FRUiq2p,Shot Glass of Tears,Jung Kook,GOLDEN,167246,2023-11-03
3bNNvJA7hsGw0wSpGkfOBm,Too Sad to Dance,Jung Kook,GOLDEN,175911,2023-11-03
1hR8BSuEqPCCZfv93zzzz9,Welcome To New York (Taylor's Version),Taylor Swift,1989 (Taylor's Version),212600,2023-10-26
2vPMoMDXxu9uX1igWZmXSG,New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version),230177,2023-10-26
6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,1989 (Taylor's Version),193289,2023-10-26
6nWn4U5GAoKIU3XM7drAgr,DJ MALAM PAGI X HAMIL DULUAN,DJ PIMI,DJ MALAM PAGI X HAMIL DULUAN,196388,2023-08-01
2ByBBvpR9b7IynvRmnG7kG,Clean (Taylor's Version),Taylor Swift,1989 (Taylor's Version),271000,2023-10-26
43y1WpBdnEy5TR9aZoSQL9,I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version),207650,2023-10-26
0rKWJnmo6Q0ovoPOLoLm0t,TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",TOO MUCH,203894,2023-10-19
2ve0kuaWUCt4Zx8x4bf1MR,Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version),245566,2023-10-26
4UwqOWDpdeIDVQDuKT6iza,You Are In Love (Taylor's Version),Taylor Swift,1989 (Taylor's Version),267389,2023-10-26
2f0GI2ZLUtbGqFx8t2Gk6A,I Know Places (Taylor's Version),Taylor Swift,1989 (Taylor's Version),195700,2023-10-26
3pv7Q5v2dpdefwdWIvE7yH,Shake It Off (Taylor's Version),Taylor Swift,1989 (Taylor's Version),219209,2023-10-26
5QVVjX0ZItqlVpEuVCM9Yg,This Love (Taylor’s Version),Taylor Swift,1989 (Taylor's Version),250100,2023-10-26
75W3SngKzTuoQ94uLf3y82,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version),247533,2023-10-26
2ItNKt19iqefEe590Z9GeE,Five Nights at Freddy's,The Living Tombstone,Five Nights at Freddy's,165831,2014-09-19
64FzgoLZ3oXu2SriZblHic,Bad Blood (Taylor's Version),Taylor Swift,1989 (Taylor's Version),211103,2023-10-26
3N2WeXxSjngB1DSi8vrI8C,Muak,Aruma,Muak,264939,2022-09-30
6qAcApH8obo8eqatCKUHd9,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),"Taylor Swift, Kendrick Lamar",1989 (Taylor's Version) [Deluxe],199773,2023-10-27
4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,1989,231000,2014-10-27
