spotify_id,name,artists,album_name,duration_ms,album_release_date
5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),161655,2024-06-28
3EO58D1YpHnTvBy68gK8HE,Wind Up Missin’ You,Tucker Wetmore,Waves On A Sunset,166666,2024-10-04
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,Meteora,187520,2003-09-16
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi",Big Dawgs,190666,2024-07-09
2cZOYofOX4d6g0OXxkaIjA,ALL RED,Playboi Carti,ALL RED,148053,2024-09-13
7Lm4S2P0MHwBktcdNILLQA,"Sialnya, Hidup Harus Tetap Berjalan",Bernadya,"Sialnya, Hidup Harus Tetap Berjalan",178976,2024-06-23
0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,213826,2012-12-05
58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),253586,2007-04-24
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,217866,2010-05-11
7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd, Daft Punk",Starboy,230453,2016-11-25
2jnezASa7o0lP6aif6VrIf,TEFLON DON,Future,MIXTAPE PLUTO,159893,2024-09-20
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,MIXTAPE PLUTO,139196,2024-09-20
7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,Dancing In The Flames,220036,2024-09-13
2Lumsra3kuU61wXkEKzKaK,Disco,Surf Curse,Disco,152760,2019-06-12
6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,TV Girl,French Exit,213920,2014-06-05
7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),"LISA, ROSALÍA",New Woman (feat. ROSALÍA),179789,2024-08-15
3kXoKlD84c6OmIcOLfrfEs,September,"Earth, Wind & Fire",September (sped up + slowed),216022,1978-11-18
1BJJbSX6muJVF2AK7uH1x4,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,177598,2024-06-07
0BiDnJFB3TlRB6aji7jUz3,Rey Sin Reina,Julión Álvarez y su Norteño Banda,Atento Aviso ... Rey Sin Reina,150523,2024-09-05
6pf7fmrtYcA4WpqTksuh68,SKI,Future,MIXTAPE PLUTO,147592,2024-09-20
0DhCbTQZfWD8P8pOlg3jv9,TOO FAST,Future,MIXTAPE PLUTO,205730,2024-09-20
059qzhNaJb8tsqpdl2bHfF,Una Velita,Bad Bunny,Una Velita,239986,2024-09-19
2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,Future,MIXTAPE PLUTO,179022,2024-09-20
5tUETztMKNT9NDbMUVpxzl,READY TO COOK UP,Future,MIXTAPE PLUTO,167111,2024-09-20
5sWxZXRYjkAnRQr7894dRa,OCEAN,Future,MIXTAPE PLUTO,203096,2024-09-20
4BObwxRcqiuifYuPbYrjqP,PRESS THE BUTTON,Future,MIXTAPE PLUTO,170256,2024-09-20
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,267706,2024-03-22
2ZqTbIID9vFPTXaGyzbb4q,Neva Play (feat. RM of BTS),"Megan Thee Stallion, RM",Neva Play (feat. RM of BTS),157173,2024-09-06
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,Richy Mitch & The Coal Miners,RMCM,87000,2017-05-17
4S1VYqwfkLit9mKVY3MXoo,Forever Young,Alphaville,Forever Young,226706,1984-01-01
5oIVNm56t6OIf9ZjdEG3ud,Coincidence,Sabrina Carpenter,Short n' Sweet,164202,2024-08-23
3iPIDAFybaoyqX7hvAfWkl,Sharpest Tool,Sabrina Carpenter,Short n' Sweet,218284,2024-08-23
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,"Maisak, Feid",SE ME OLVIDA,225373,2024-08-23
261EcPb2XfhnPWSnlMOi3G,World Tour (Aquafina),Juice WRLD,The Pre-Party,155711,2024-09-09
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,BRAT,151739,2024-06-07
0XkZmBCCcdMY0EPY8ij6Gb,Slim Pickins,Sabrina Carpenter,Short n' Sweet,152195,2024-08-23
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,"David Guetta, OneRepublic",I Don't Wanna Wait,149667,2024-04-05
1lloYB6uHOTDmheiWsq4DL,Ruby Rosary (feat. J. Cole),"A$AP Rocky, J. Cole",Ruby Rosary (feat. J. Cole),256786,2024-09-06
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,Scared To Start,159636,2024-01-12
09LrGvT9KsACH66RHYMDyR,Don’t Smile,Sabrina Carpenter,Short n' Sweet,206295,2024-08-23
3Q6DjwdB1gfLJMq1xkGov9,Nemen - Hiphop Dangdut Version,NDX A.K.A.,Nemen (Hiphop Dangdut Version),274879,2023-09-06
5VhvD0AKRprEaFtPNKGBQR,Dumb & Poetic,Sabrina Carpenter,Short n' Sweet,133478,2024-08-23
1OtOjx7WNVvgVkifcQTSoq,Hapus Aku,Nidji,Hits On Fire,252613,2024-09-01
1fTjqf10accJCDYstPwwZ6,Ohnana,Kapo,Ohnana,156577,2024-06-06
2hrycoFU1mZw6YPvMcn8yC,KEHLANI,Jordan Adetunji,KEHLANI,122360,2024-06-24
1560osUcXrnov6yuOjXvc1,No Face,Drake,No Face,137142,2024-08-31
1DadkoAI2gicYJfindPY20,Wonderwall,Oasis,Time Flies...1994-2009,259840,2010-01-01
4VQO1UdVIecQqB49PlANHz,It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",100 GIGS,278000,2024-08-10
5il0jwWUlvgtIzWvzJi12z,Lie To Girls,Sabrina Carpenter,Short n' Sweet,202001,2024-08-23
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? [Remastered],258773,1995-10-02
12dU3vAh6AFoJkisorfoUl,Don't Look Back In Anger - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),289560,1995-01-01
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,BRAT,133805,2024-06-07
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,HIT ME HARD AND SOFT,179586,2024-05-17
6StwwqB84sJeLr7tZDTxEX,Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",F-1 Trillion,164011,2024-08-15
0sV01d2keik5bwCuW9EQpk,Jiwa Yang Bersedih,Ghea Indrawari,Berdamai,278219,2024-03-10
4b7vk8SRcYgnxpk0JOIS7r,Drugs You Should Try It,Travis Scott,DAYS BEFORE RODEO,208487,2014-08-18
5FInkXMyxWHOvwejaEnPRd,Sepenuh Hati,"Rony Parulian, Andi Rianto",Sepenuh Hati,247820,2024-03-28
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",THE TORTURED POETS DEPARTMENT,228965,2024-04-18
5Uptvz6j1sjDKxidAcnH2L,SI NO ES CONTIGO,Cris Mj,SI NO ES CONTIGO,156000,2024-05-23
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,303440,2024-05-17
2btNsI4OvcVl7SAHQQDHFB,Mirame,"Blessd, Ovy On The Drums",Mirame,157453,2024-04-17
2CIXO1jQbrV1hlfI7FUKld,Wrong Ones (Feat. Tim McGraw),"Post Malone, Tim McGraw",F-1 Trillion,195822,2024-08-15
0mNzElhEofvgMWAJoOA4q9,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",F-1 Trillion,195122,2024-08-15
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,218004,2024-04-18
1PuhA9UXgH4wRnXzYk5S2Z,Kupu - Kupu,Tiara Andini,Kupu - Kupu,242090,2024-04-18
0lJNSfWnwJMIh94Dv9jQUt,What Don't Belong To Me,Post Malone,F-1 Trillion,207176,2024-08-15
0MYAQRR7ZIIE1QD0rFgcMI,Risalah Hati,"Dewa 19, Yura Yunita",Risalah Hati,345882,2021-07-23
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,Hunting High and Low,225280,1985-06-01
0gucUyFMFRMlUiVn9US4YX,Losers (Feat. Jelly Roll),"Post Malone, Jelly Roll",F-1 Trillion,209038,2024-08-15
1SPI4AlK4121PEQPGSpdcY,California Sober (Feat. Chris Stapleton),"Post Malone, Chris Stapleton",F-1 Trillion,204411,2024-08-15
4Kd9tBUgpXv26OfR6ugBv1,Finer Things (Feat. Hank Williams Jr.),"Post Malone, Hank Williams, Jr.",F-1 Trillion,185533,2024-08-15
25uMKq5kygC2woAfeetEfE,Nosedive (Feat. Lainey Wilson),"Post Malone, Lainey Wilson",F-1 Trillion,192459,2024-08-15
20hTkA9oKKuxghkRptRczS,Goes Without Saying (Feat. Brad Paisley),"Post Malone, Brad Paisley",F-1 Trillion,212353,2024-08-15
0bPP5cDG1ZnbAVCEa3ZbQ1,Só Fé,Grelo,É o Grelo,203337,2024-07-19
0rtDE9zfXbamTlRUSwY7zy,Belong Together,Mark Ambor,Rockwood,148317,2024-08-16
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,This One's for You,240760,2017-06-02
1sqXfPaRD7npnH712RZQAF,Have The Heart (Feat. Dolly Parton),"Post Malone, Dolly Parton",F-1 Trillion,183333,2024-08-16
6nf4oqFOsVKLwJPEliYVwT,Hide My Gun (Feat. HARDY),"Post Malone, HARDY",F-1 Trillion,220479,2024-08-16
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,EL ÚLTIMO BAILE,145342,2024-05-23
3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,Manuel Turizo,2000,162637,2023-03-17
1CDQzbCz4KSQxHe7LMEgRM,Houdini,Eminem,The Death of Slim Shady (Coup De Grâce),227032,2024-07-12
149r4BNMXwFRWjPYcKNNgc,Devil I've Been (Feat. ERNEST),"Post Malone, ERNEST",F-1 Trillion,182924,2024-08-16
1IzCS4zuowRsXu4YS8caOB,Missin’ You Like This (Feat. Luke Combs),"Post Malone, Luke Combs",F-1 Trillion,222781,2024-08-16
4rhSYWoLaBbkQccjme9UOJ,Never Love You Again (Feat. Sierra Ferrell),"Post Malone, Sierra Ferrell",F-1 Trillion,186861,2024-08-16
2hHeGD57S0BcopfVcmehdl,Hati-Hati di Jalan,Tulus,Manusia,242000,2022-03-03
0DM63CJEklNPKu6kHGyuEl,Yours,Post Malone,F-1 Trillion,199438,2024-08-16
3It5ZyIlvFxgrxAkiQLGBR,M-E-X-I-C-O (Feat. Billy Strings),"Post Malone, Billy Strings",F-1 Trillion,155928,2024-08-16
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,Rockstar,138213,2024-06-27
53IRnAWx13PYmoVYtemUBS,Femininomenon,Chappell Roan,The Rise and Fall of a Midwest Princess,219710,2023-09-22
5W4kiM2cUYBJXKRudNyxjW,You Proof,Morgan Wallen,One Thing At A Time,157477,2023-03-03
5b3XJ1pjrHO5JtY2PcTjnI,Mamushi (feat. Yuki Chiba),"Megan Thee Stallion, 千葉雄喜",MEGAN,156988,2024-06-28
3nqrrvkhUPUDhlycLZA6bl,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",The Year I Turned 21,193038,2024-05-30
1C84d9abZVKWHT2YYpoean,Si No Quieres No,"Luis R Conriquez, Neton Vega",Si No Quieres No,147011,2024-03-10
7vv89PswQvqGKCGJ1rw5on,FIELD TRIP,"¥$, Kanye West, Ty Dolla $ign",VULTURES 2,167228,2024-08-03
6gARWk9hXgTUImaKUsTu6w,Bohongi Hati,Mahalini,fábula,262753,2023-01-23
3LWVXp636uLT356Rj08Jaz,Be Mine,Jimin,MUSE,207347,2024-07-19
7Lfwb4IjZiNYGuqtP65kIc,FRIED,"¥$, Kanye West, Ty Dolla $ign",VULTURES 2,179256,2024-08-03
1AIbZL0CDlzTJ1Bv4kBP4G,SLIDE,"¥$, Kanye West, Ty Dolla $ign",VULTURES 2,198060,2024-08-03
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,folklore,261922,2020-07-24
5v1yAVGillOAN3yqJ6pmPL,PROMOTION,"¥$, Kanye West, Ty Dolla $ign",VULTURES 2,158876,2024-08-03
57lsYy0OZLNb5OQ7fEa3Hs,Did It First (with Central Cee),"Ice Spice, Central Cee",Did It First (with Central Cee),118002,2024-07-11
6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,130944,2024-06-14
2RadWC8dJhTEkvSBTndJZ5,Boleh Juga,Salma Salsabil,Boleh Juga,227093,2024-05-23
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,Harry's House,167303,2022-05-20
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),140733,2024-05-23
0eBFgRxyVSeuT4iyrbukdn,Where the Wild Things Are,Luke Combs,Gettin' Old,239533,2023-03-24
5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SZA,SOS,180853,2022-12-09
4uyjk95qGXbQCBFfMqpul5,Niscaya,Bilal Indrajaya,Nelangsa Pasar Turi,238000,2023-06-28
6WTFHKrnZpwEBLRS10Ylqs,misses,Dominic Fike,14 minutes,74378,2024-05-03
6O0WEM0QNEhqpU50BKui7o,Sial,Mahalini,fábula,243724,2023-01-23
5RqSsdzTNPX1uzkmlHCFvK,QLONA,"KAROL G, Peso Pluma",MAÑANA SERÁ BONITO (BICHOTA SEASON),172797,2023-08-10
3uC4r2daXertBxxc8BpbbN,Lithonia,Childish Gambino,Bando Stone and The New World,178960,2024-07-19
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),"mgk, Jelly Roll",Lonely Road (with Jelly Roll),189356,2024-07-26
0GqAWZe1A5ecKadZrHk6XH,Chk Chk Boom,Stray Kids,ATE,148051,2024-07-19
1FhgmMvNlh3nJ1Ldc2eE6H,High Road (feat. Jessie Murph),"Koe Wetzel, Jessie Murph",9 Lives,179413,2024-07-19
22DH8NChecsgPxDjA4pqer,Tough,"Quavo, Lana Del Rey",Tough,188828,2024-07-03
1agDCV4zQqaFwJQNsTgmL1,Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",MUSE,182840,2024-07-19
4HMUrFl8y6rQCzEbaGEkcj,Somebody Save Me,"Eminem, Jelly Roll",The Death of Slim Shady (Coup De Grâce),230199,2024-07-12
6qafqn8bBMy7t5c5WqpyRk,Closer Than This,Jimin,MUSE,223301,2024-07-19
1ymWIr4E5x6xORlDO0bXlP,Tobey (feat. Big Sean and BabyTron),"Eminem, Big Sean, BabyTron",The Death of Slim Shady (Coup De Grâce),284903,2024-07-12
5In8B6Om5OKrhwBMB4tXSi,Fuel,"Eminem, JID",The Death of Slim Shady (Coup De Grâce),213646,2024-07-12
2EijGQoEilhHWlQWMoS9Jc,Bermuara,"Rizky Febian, Mahalini",Bermuara,287465,2024-05-02
7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,Endless Summer Vacation,200600,2023-08-18
0y5Ex8oQ8zCH5TQxHUy1Eo,you look like you love me (feat. Riley Green),"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),224280,2024-06-21
55u5QIlEuzCipJBtZPdJio,Renaissance,Eminem,The Death of Slim Shady (Coup De Grâce),98152,2024-07-12
0LZy30mVmxqUpdQmaXKXBd,ADIVINO,"Myke Towers, Bad Bunny",ADIVINO,278644,2024-04-25
7I3RalBqE7ZE0RSxgGlGlm,Habits,"Eminem, White Gold",The Death of Slim Shady (Coup De Grâce),298384,2024-07-12
77pfjsq0gSZwO8bYVTVROo,Brand New Dance,Eminem,The Death of Slim Shady (Coup De Grâce),206649,2024-07-12
4HPxh6IkRxCkb3T06Pltch,Diary Depresiku,Last Child,Everything We Are Everything,317650,2015-01-11
6L1jkVbb331DNvK89C3L8u,Masih Hatiku,"Arsy Widianto, Tiara Andini",Masih Hatiku,262341,2024-02-22
59151GHN7yr5g9B3bqlGdR,Trouble,Eminem,The Death of Slim Shady (Coup De Grâce),41487,2024-07-12
21LCotDEwR7R8qOnqPVzi9,Evil,Eminem,The Death of Slim Shady (Coup De Grâce),230358,2024-07-12
50No7LiVffAJCWIChZodmU,Lucifer,"Eminem, Sly Pyper",The Death of Slim Shady (Coup De Grâce),261758,2024-07-12
0DIcssPpatAMqFXLZCxZMN,Antichrist,Eminem,The Death of Slim Shady (Coup De Grâce),314226,2024-07-12
79IBoMfFn67UI15YkP1FSp,EL RITMO QUE NOS UNE - feat. Selección Colombia,"Ryan Castro, SOG",EL RITMO QUE NOS UNE (feat. Selección Colombia),189795,2024-06-08
16kiQQ4BoLHDyj5W2fkfNK,"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",207157,2024-07-02
3LkXOTWDwskwciQoARFDzu,Guilty Conscience 2,Eminem,The Death of Slim Shady (Coup De Grâce),325531,2024-07-12
0bBnrokPXtfwXQarqCu1Gz,Road Rage,"Eminem, Dem Jointz, Sly Pyper",The Death of Slim Shady (Coup De Grâce),217736,2024-07-12
6uMGHQvhZq8YyT4kdnG1L3,Temporary,"Eminem, Skylar Grey",The Death of Slim Shady (Coup De Grâce),297667,2024-07-12
7GXOXYdU950eRvk5rUAE8F,Head Honcho,"Eminem, Ez Mil",The Death of Slim Shady (Coup De Grâce),234836,2024-07-12
15qnOSRK5HMWOgL5HURhrc,Bad One,"Eminem, White Gold",The Death of Slim Shady (Coup De Grâce),270006,2024-07-12
0TDXeyH0hdiz0SZQo5w1nm,Breaking News - skit,Eminem,The Death of Slim Shady (Coup De Grâce),37314,2024-07-12
3c9EsIo34kil8Oj1reaozB,American Nights,Zach Bryan,The Great American Bar Scene,218933,2024-07-04
1vj47xD8v9wIhQrmQY2Dkv,Better Days (feat. John Mayer),"Zach Bryan, John Mayer",The Great American Bar Scene,212466,2024-07-04
77DRzu7ERs0TX3roZcre7Q,euphoria,Kendrick Lamar,euphoria,383639,2024-04-30
1k5ZInUyMOJRmjxsDE1LKe,Nuansa Bening,VIDI,Pelangi Di Malam Hari,282973,2019-10-05
3XbIhTYl6a0uXPyO43eiXa,Oak Island,Zach Bryan,The Great American Bar Scene,239410,2024-07-04
4jIy1KWDGEptJGq94tqB5Y,The Way Back,Zach Bryan,The Great American Bar Scene,185520,2024-07-04
0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,CYRIL,Stumblin' In,213363,2023-11-10
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),202066,2009-01-01
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,Unleashed,195533,2002-01-01
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),140773,1969-11-02
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,Feid,SORRY 4 THAT MUCH,207746,2024-06-07
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,FACE,212241,2023-03-24
7jtQIBanIiJOMS6RyCx6jZ,Another Love,Tom Odell,Long Way Down,244360,2013-06-17
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,278680,1984-06-04
2OcpUR9GG6jOv6OXhFrUda,The Great American Bar Scene,Zach Bryan,The Great American Bar Scene,216720,2024-07-04
41XsipI31N1fLKLVvWNuQC,Mechanical Bull,Zach Bryan,The Great American Bar Scene,208946,2024-07-04
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,214733,1976-11-09
4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,Teenage Dream,227893,2010-01-01
0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Daryl Hall & John Oates,Bigger Than Both Of Us,142786,1976-08-01
6k54kYFGcR5OqsYgp0PMlY,Lucky Enough (Poem),Zach Bryan,The Great American Bar Scene,162000,2024-07-04
0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,Zac Brown Band,The Foundation,238146,2008-11-17
6iXgIXqpqn13pbw0ZUhf0E,Purple Gas,"Zach Bryan, Noeline Hofmann",The Great American Bar Scene,180152,2024-07-04
5hrGuVnNc8tkRgkW38J5Vv,Boons,Zach Bryan,The Great American Bar Scene,185173,2024-07-04
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,The Big Revival,182960,2014-09-22
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,516893,1971-01-01
38vhXqp4YdfkDvqkZdLBp0,Memphis; The Blues (feat. John Moreland),"Zach Bryan, John Moreland",The Great American Bar Scene,189880,2024-07-04
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping (Expanded Edition),283800,1974-04-15
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,Gettin' Old,265493,2023-03-24
3ymuBMTviroWLuf1jMsMVf,Sorai,Nadin Amizah,Sorai,278333,2019-01-01
0e2wfbDK7ppotqyUWD7qs8,La La Lost You - Acoustic Version,"NIKI, 88rising",NIKI Acoustic Sessions: Head In The Clouds II,208510,2019-08-11
7z3PblAN3dH1JMewiRydkZ,GIRLS,The Kid LAROI,GIRLS,152979,2024-06-28
5A8xI7PN4WDe9e61xEdt94,Yeah Glo!,GloRilla,Ehhthang Ehhthang,142702,2024-04-05
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,emails i can’t send fwd:,185552,2023-03-17
4v9JJX3ZzuFFOKrMOYHTVZ,Tanpa Pesan Terakhir,Seventeen,Dunia Yang Indah,289280,2010-01-01
4IFd7EVCyJsUHesBMXI8ju,Parking Lot,"Mustard, Travis Scott",Parking Lot,175321,2024-06-21
1t2MQpMDtJT5VL2tAPHrGN,Cowboys Cry Too (with Noah Kahan),"Kelsea Ballerini, Noah Kahan",Cowboys Cry Too (with Noah Kahan),230600,2024-06-28
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,emails i can't send,163648,2022-07-15
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,greedy,131872,2023-09-15
2bl81llf715VEEbAx03yvB,Close To You,Gracie Abrams,The Secret of Us,225973,2024-06-21
0hhzNPE68LWLfgZwdpxVdR,us. (feat. Taylor Swift),"Gracie Abrams, Taylor Swift",The Secret of Us,242666,2024-06-21
2o1pb13quMReXZqE7jWsgq,intro (end of the world),Ariana Grande,eternal sunshine,92400,2024-03-08
1YsU8rW2u8z4F0pwOBQ4Ea,feelslikeimfallinginlove,Coldplay,feelslikeimfallinginlove,237803,2024-06-21
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,eternal sunshine,173639,2024-03-08
2YFhqZvhTpyK13gKXMKV7R,"The girl, so confusing version with lorde","Charli xcx, Lorde","The girl, so confusing version with lorde",205938,2024-06-21
7hRLuo4QnzCsjICXUOhTE6,WHISKEY WHISKEY (feat. Morgan Wallen),"Moneybagg Yo, Morgan Wallen",SPEAK NOW,161052,2024-06-14
0PHrcmOtDE89ew4vVEaD7S,BANDIT,Don Toliver,HARDSTONE PSYCHO,147706,2024-06-14
2DXK0YNGSqnaIEX5iaSIoK,RELOJ,"Peso Pluma, Ivan Cornejo",ÉXODO,232205,2024-06-20
6i8MbzVn4nzyjUcSoVcz7B,Armageddon,aespa,Armageddon - The 1st Album,196466,2024-05-27
4MXzdffMz78GLlLM7mDa9v,The Man He Sees in Me,Luke Combs,Fathers & Sons,165058,2024-06-14
1d966178PJg6b4kcXqoYF3,The Thin Grey Line,$uicideboy$,New World Depression,105724,2024-06-14
1uy2DsaTtdBO9jBo7KBLWE,Ku Ingin Pisah,Nabila Taqiyyah,Ku Ingin Pisah,235335,2023-11-23
33Nj9AdncSmHbCN3QeSZTL,Volver Al Futuro,"Oscar Maydon, Junior H",Volver Al Futuro,204102,2024-05-30
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,SUPER REAL ME,160688,2024-03-25
28drn6tQo95MRvO0jQEo5C,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,228266,2024-03-22
4AfhlJghKIWkXa8sfFEXVd,Bunga Hati,Salma Salsabil,Bunga Hati,173720,2023-11-16
2prqm9sPLj10B4Wg0wE5x9,BLUE,Billie Eilish,HIT ME HARD AND SOFT,343120,2024-05-17
724YXkrlOINBst64isK3KP,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),"Don Toliver, Charlie Wilson, Cash Cobain",HARDSTONE PSYCHO,161053,2024-06-14
09pjOS7jbVp1ahW8igArTZ,DOLA,ANGGA DERMAWAN,DOLA,230568,2024-05-21
2vzpoecVhBE1pKtHzKONaN,Seluruh Nafas Ini,"Last Child, Gisel",Our Biggest Thing Ever,292337,2014-12-30
1YvT4ml5LQM8ZYcLvqsAkD,Remember Him That Way,Luke Combs,Fathers & Sons,236055,2024-06-14
1njlnn8ZKHI77Pe9szIONR,SHEESH,BABYMONSTER,BABYMONS7ER,170356,2024-04-01
3nHxZEe1dT7zs73DG6pNll,Usai,Tiara Andini,Usai,217200,2022-11-25
2nRMW95dnOILirpjbksLTs,Never Let Go,Jung Kook,Never Let Go,166812,2024-06-07
6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,333986,2024-05-17
4snIhdHJ9q2ZNR7egVpG5v,"Bercinta Lewat Kata - From ""Jatuh Cinta Seperti di Film-Film""",Donne Maula,Daur Hidup,169000,2024-06-13
1BLfQ6dPXmuDrFmbdfW7Jl,A Little Piece of Heaven,Avenged Sevenfold,Avenged Sevenfold,480706,2007-10-26
7mOC6phfrfz3jfigg1aGsE,Wanna Be (with Megan Thee Stallion),"GloRilla, Megan Thee Stallion",Ehhthang Ehhthang,156444,2024-04-05
1OhIn0L6iofnk5bjalWfHq,Sudden Shower,ECLIPSE,"Lovely Runner, Pt. 1 (Original Soundtrack)",233031,2024-04-08
48lxT5qJF0yYyf2z4wB4xW,Pedro,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,144846,2024-03-29
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,GOLDEN,206019,2023-11-03
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,290320,2002-05-26
2F3N9tdombb64aW6VtZOdo,Down Bad,Taylor Swift,THE TORTURED POETS DEPARTMENT,261228,2024-04-18
4sgMbwl9lXGyHcHmtFYGMm,Supernova,aespa,Armageddon - The 1st Album,178880,2024-05-27
3e1rs346dsDDwpqTRGlRZR,Somebody's Pleasure,Aziz Hedra,Somebody's Pleasure,223957,2023-01-27
6TGd66r0nlPaYm3KIoI7ET,THE GREATEST,Billie Eilish,HIT ME HARD AND SOFT,293840,2024-05-17
3QpDKVHmf9RDQkJbAUNWzI,Digitando,Gustavo Moura & Rafael,Digitando,195748,2023-06-23
6IwmDRpswDujeciIBTiEOL,love hotel,leftovermax,love hotel,152380,2024-05-03
2sULdMKWdBdK2ZtntuFvSb,Resah Jadi Luka,Daun Jatuh,Resah Jadi Luka,290466,2019-12-10
